Total Nacional;Provincias;Sexo;Periodo;Total
Total Nacional;11 Cádiz;Mujeres;2008;7.002
Total Nacional;11 Cádiz;Mujeres;2007;7.085
Total Nacional;11 Cádiz;Mujeres;2006;7.151
Total Nacional;11 Cádiz;Mujeres;2005;6.950
Total Nacional;11 Cádiz;Mujeres;2004;6.737
Total Nacional;11 Cádiz;Mujeres;2003;6.551
Total Nacional;11 Cádiz;Mujeres;2002;6.350
Total Nacional;11 Cádiz;Mujeres;2001;6.242
Total Nacional;11 Cádiz;Mujeres;2000;6.050
Total Nacional;11 Cádiz;Mujeres;1999;6.037
Total Nacional;11 Cádiz;Mujeres;1998;5.831
Total Nacional;11 Cádiz;Mujeres;1997;5.950
Total Nacional;11 Cádiz;Mujeres;1996;5.865
Total Nacional;11 Cádiz;Mujeres;1995;6.088
Total Nacional;11 Cádiz;Mujeres;1994;6.153
Total Nacional;11 Cádiz;Mujeres;1993;6.592
Total Nacional;11 Cádiz;Mujeres;1992;6.782
Total Nacional;11 Cádiz;Mujeres;1991;6.893
Total Nacional;11 Cádiz;Mujeres;1990;7.139
Total Nacional;11 Cádiz;Mujeres;1989;7.311
Total Nacional;11 Cádiz;Mujeres;1988;7.576
Total Nacional;11 Cádiz;Mujeres;1987;7.678
Total Nacional;11 Cádiz;Mujeres;1986;7.791
Total Nacional;11 Cádiz;Mujeres;1985;8.067
Total Nacional;11 Cádiz;Mujeres;1984;8.559
Total Nacional;11 Cádiz;Mujeres;1983;8.787
Total Nacional;11 Cádiz;Mujeres;1982;9.132
Total Nacional;11 Cádiz;Mujeres;1981;9.425
Total Nacional;11 Cádiz;Mujeres;1980;9.709
Total Nacional;11 Cádiz;Mujeres;1979;10.041
Total Nacional;11 Cádiz;Mujeres;1978;10.381
Total Nacional;11 Cádiz;Mujeres;1977;10.675
Total Nacional;11 Cádiz;Mujeres;1976;10.702
Total Nacional;11 Cádiz;Mujeres;1975;10.657
Total Nacional;11 Cádiz;Mujeres;1974;10.767
Total Nacional;11 Cádiz;Mujeres;1973;10.576
Total Nacional;11 Cádiz;Mujeres;1972;10.745
Total Nacional;11 Cádiz;Mujeres;1971;10.735
Total Nacional;11 Cádiz;Mujeres;1970;11.089
Total Nacional;11 Cádiz;Mujeres;1969;11.184
Total Nacional;11 Cádiz;Mujeres;1968;11.050
Total Nacional;11 Cádiz;Mujeres;1967;11.292
Total Nacional;11 Cádiz;Mujeres;1966;10.732
Total Nacional;11 Cádiz;Mujeres;1965;11.119
Total Nacional;11 Cádiz;Mujeres;1964;11.356
Total Nacional;11 Cádiz;Mujeres;1963;10.768
Total Nacional;11 Cádiz;Mujeres;1962;10.404
Total Nacional;11 Cádiz;Mujeres;1961;10.605
Total Nacional;11 Cádiz;Mujeres;1960;10.433
Total Nacional;11 Cádiz;Mujeres;1959;10.491
Total Nacional;11 Cádiz;Mujeres;1958;10.589
Total Nacional;11 Cádiz;Mujeres;1957;10.587
Total Nacional;11 Cádiz;Mujeres;1956;9.364
Total Nacional;11 Cádiz;Mujeres;1955;9.348
Total Nacional;11 Cádiz;Mujeres;1954;8.520
Total Nacional;11 Cádiz;Mujeres;1953;9.012
Total Nacional;11 Cádiz;Mujeres;1952;8.752
Total Nacional;11 Cádiz;Mujeres;1951;8.456
Total Nacional;11 Cádiz;Mujeres;1950;7.743
Total Nacional;11 Cádiz;Mujeres;1949;8.355
Total Nacional;11 Cádiz;Mujeres;1948;9.038
Total Nacional;11 Cádiz;Mujeres;1947;8.160
Total Nacional;11 Cádiz;Mujeres;1946;8.250
Total Nacional;11 Cádiz;Mujeres;1945;8.878
Total Nacional;11 Cádiz;Mujeres;1944;8.368
Total Nacional;11 Cádiz;Mujeres;1943;9.087
Total Nacional;11 Cádiz;Mujeres;1942;7.231
Total Nacional;11 Cádiz;Mujeres;1941;6.900
Total Nacional;39 Cantabria;Total;2022;3.213
Total Nacional;39 Cantabria;Total;2021;3.296
Total Nacional;39 Cantabria;Total;2020;3.437
Total Nacional;39 Cantabria;Total;2019;3.531
Total Nacional;39 Cantabria;Total;2018;3.810
Total Nacional;39 Cantabria;Total;2017;4.079
Total Nacional;39 Cantabria;Total;2016;4.234
Total Nacional;39 Cantabria;Total;2015;4.345
Total Nacional;39 Cantabria;Total;2014;4.535
Total Nacional;39 Cantabria;Total;2013;4.749
Total Nacional;39 Cantabria;Total;2012;5.002
Total Nacional;39 Cantabria;Total;2011;5.279
Total Nacional;39 Cantabria;Total;2010;5.483
Total Nacional;39 Cantabria;Total;2009;5.544
Total Nacional;39 Cantabria;Total;2008;5.761
Total Nacional;39 Cantabria;Total;2007;5.286
Total Nacional;39 Cantabria;Total;2006;5.111
Total Nacional;39 Cantabria;Total;2005;5.190
Total Nacional;39 Cantabria;Total;2004;4.961
Total Nacional;39 Cantabria;Total;2003;4.786
Total Nacional;39 Cantabria;Total;2002;4.521
Total Nacional;39 Cantabria;Total;2001;4.262
Total Nacional;39 Cantabria;Total;2000;4.277
Total Nacional;39 Cantabria;Total;1999;4.012
Total Nacional;39 Cantabria;Total;1998;3.827
Total Nacional;39 Cantabria;Total;1997;3.905
Total Nacional;39 Cantabria;Total;1996;3.863
Total Nacional;39 Cantabria;Total;1995;3.763
Total Nacional;39 Cantabria;Total;1994;3.855
Total Nacional;39 Cantabria;Total;1993;4.127
Total Nacional;39 Cantabria;Total;1992;4.339
Total Nacional;39 Cantabria;Total;1991;4.356
Total Nacional;39 Cantabria;Total;1990;4.572
Total Nacional;39 Cantabria;Total;1989;4.603
Total Nacional;39 Cantabria;Total;1988;4.995
Total Nacional;39 Cantabria;Total;1987;5.191
Total Nacional;39 Cantabria;Total;1986;5.437
Total Nacional;39 Cantabria;Total;1985;5.767
Total Nacional;39 Cantabria;Total;1984;6.129
Total Nacional;39 Cantabria;Total;1983;6.588
Total Nacional;39 Cantabria;Total;1982;6.992
Total Nacional;39 Cantabria;Total;1981;7.531
Total Nacional;39 Cantabria;Total;1980;7.982
Total Nacional;39 Cantabria;Total;1979;8.259
Total Nacional;39 Cantabria;Total;1978;8.779
Total Nacional;39 Cantabria;Total;1977;8.835
Total Nacional;39 Cantabria;Total;1976;9.094
Total Nacional;39 Cantabria;Total;1975;8.804
Total Nacional;39 Cantabria;Total;1974;8.566
Total Nacional;39 Cantabria;Total;1973;8.618
Total Nacional;39 Cantabria;Total;1972;8.411
Total Nacional;39 Cantabria;Total;1971;8.334
Total Nacional;39 Cantabria;Total;1970;8.659
Total Nacional;39 Cantabria;Total;1969;8.615
Total Nacional;39 Cantabria;Total;1968;8.575
Total Nacional;39 Cantabria;Total;1967;8.941
Total Nacional;39 Cantabria;Total;1966;8.867
Total Nacional;39 Cantabria;Total;1965;8.772
Total Nacional;39 Cantabria;Total;1964;8.787
Total Nacional;39 Cantabria;Total;1963;8.939
Total Nacional;39 Cantabria;Total;1962;8.927
Total Nacional;39 Cantabria;Total;1961;9.147
Total Nacional;39 Cantabria;Total;1960;9.323
Total Nacional;39 Cantabria;Total;1959;9.578
Total Nacional;39 Cantabria;Total;1958;9.496
Total Nacional;39 Cantabria;Total;1957;9.737
Total Nacional;39 Cantabria;Total;1956;9.119
Total Nacional;39 Cantabria;Total;1955;8.914
Total Nacional;39 Cantabria;Total;1954;8.832
Total Nacional;39 Cantabria;Total;1953;8.891
Total Nacional;39 Cantabria;Total;1952;9.021
Total Nacional;39 Cantabria;Total;1951;8.750
Total Nacional;39 Cantabria;Total;1950;8.926
Total Nacional;39 Cantabria;Total;1949;8.996
Total Nacional;39 Cantabria;Total;1948;9.309
Total Nacional;39 Cantabria;Total;1947;8.693
Total Nacional;39 Cantabria;Total;1946;8.587
Total Nacional;39 Cantabria;Total;1945;8.412
Total Nacional;39 Cantabria;Total;1944;7.911
Total Nacional;39 Cantabria;Total;1943;7.880
Total Nacional;39 Cantabria;Total;1942;7.401
Total Nacional;39 Cantabria;Total;1941;6.921
Total Nacional;39 Cantabria;Hombres;2022;1.643
Total Nacional;39 Cantabria;Hombres;2021;1.690
Total Nacional;39 Cantabria;Hombres;2020;1.782
Total Nacional;39 Cantabria;Hombres;2019;1.831
Total Nacional;39 Cantabria;Hombres;2018;1.939
Total Nacional;39 Cantabria;Hombres;2017;2.105
Total Nacional;39 Cantabria;Hombres;2016;2.201
Total Nacional;39 Cantabria;Hombres;2015;2.153
Total Nacional;39 Cantabria;Hombres;2014;2.352
Total Nacional;39 Cantabria;Hombres;2013;2.459
Total Nacional;39 Cantabria;Hombres;2012;2.617
Total Nacional;39 Cantabria;Hombres;2011;2.757
Total Nacional;39 Cantabria;Hombres;2010;2.802
Total Nacional;39 Cantabria;Hombres;2009;2.864
Total Nacional;39 Cantabria;Hombres;2008;2.963
Total Nacional;39 Cantabria;Hombres;2007;2.702
Total Nacional;39 Cantabria;Hombres;2006;2.632
Total Nacional;39 Cantabria;Hombres;2005;2.642
Total Nacional;39 Cantabria;Hombres;2004;2.520
Total Nacional;39 Cantabria;Hombres;2003;2.452
Total Nacional;39 Cantabria;Hombres;2002;2.319
Total Nacional;39 Cantabria;Hombres;2001;2.162
Total Nacional;39 Cantabria;Hombres;2000;2.189
Total Nacional;39 Cantabria;Hombres;1999;2.031
Total Nacional;39 Cantabria;Hombres;1998;2.011
Total Nacional;39 Cantabria;Hombres;1997;2.079
Total Nacional;39 Cantabria;Hombres;1996;2.003
Total Nacional;39 Cantabria;Hombres;1995;1.928
Total Nacional;39 Cantabria;Hombres;1994;2.018
Total Nacional;39 Cantabria;Hombres;1993;2.124
Total Nacional;39 Cantabria;Hombres;1992;2.332
Total Nacional;39 Cantabria;Hombres;1991;2.284
Total Nacional;39 Cantabria;Hombres;1990;2.362
Total Nacional;39 Cantabria;Hombres;1989;2.372
Total Nacional;39 Cantabria;Hombres;1988;2.565
Total Nacional;39 Cantabria;Hombres;1987;2.682
Total Nacional;39 Cantabria;Hombres;1986;2.855
Total Nacional;39 Cantabria;Hombres;1985;3.010
Total Nacional;39 Cantabria;Hombres;1984;3.200
Total Nacional;39 Cantabria;Hombres;1983;3.435
Total Nacional;39 Cantabria;Hombres;1982;3.637
Total Nacional;39 Cantabria;Hombres;1981;3.947
Total Nacional;39 Cantabria;Hombres;1980;4.181
Total Nacional;39 Cantabria;Hombres;1979;4.271
Total Nacional;39 Cantabria;Hombres;1978;4.508
Total Nacional;39 Cantabria;Hombres;1977;4.574
Total Nacional;39 Cantabria;Hombres;1976;4.642
Total Nacional;39 Cantabria;Hombres;1975;4.566
Total Nacional;39 Cantabria;Hombres;1974;4.449
Total Nacional;39 Cantabria;Hombres;1973;4.437
Total Nacional;39 Cantabria;Hombres;1972;4.308
Total Nacional;39 Cantabria;Hombres;1971;4.318
Total Nacional;39 Cantabria;Hombres;1970;4.481
Total Nacional;39 Cantabria;Hombres;1969;4.395
Total Nacional;39 Cantabria;Hombres;1968;4.522
Total Nacional;39 Cantabria;Hombres;1967;4.569
Total Nacional;39 Cantabria;Hombres;1966;4.572
Total Nacional;39 Cantabria;Hombres;1965;4.456
Total Nacional;39 Cantabria;Hombres;1964;4.496
Total Nacional;39 Cantabria;Hombres;1963;4.586
Total Nacional;39 Cantabria;Hombres;1962;4.613
Total Nacional;39 Cantabria;Hombres;1961;4.782
Total Nacional;39 Cantabria;Hombres;1960;4.717
Total Nacional;39 Cantabria;Hombres;1959;4.871
Total Nacional;39 Cantabria;Hombres;1958;4.867
Total Nacional;39 Cantabria;Hombres;1957;5.027
Total Nacional;39 Cantabria;Hombres;1956;4.759
Total Nacional;39 Cantabria;Hombres;1955;4.644
Total Nacional;39 Cantabria;Hombres;1954;4.463
Total Nacional;39 Cantabria;Hombres;1953;4.444
Total Nacional;39 Cantabria;Hombres;1952;4.713
Total Nacional;39 Cantabria;Hombres;1951;4.579
Total Nacional;39 Cantabria;Hombres;1950;4.614
Total Nacional;39 Cantabria;Hombres;1949;4.611
Total Nacional;39 Cantabria;Hombres;1948;4.802
Total Nacional;39 Cantabria;Hombres;1947;4.464
Total Nacional;39 Cantabria;Hombres;1946;4.430
Total Nacional;39 Cantabria;Hombres;1945;4.335
Total Nacional;39 Cantabria;Hombres;1944;4.028
Total Nacional;39 Cantabria;Hombres;1943;4.129
Total Nacional;39 Cantabria;Hombres;1942;3.890
Total Nacional;39 Cantabria;Hombres;1941;3.558
Total Nacional;39 Cantabria;Mujeres;2022;1.570
Total Nacional;39 Cantabria;Mujeres;2021;1.606
Total Nacional;39 Cantabria;Mujeres;2020;1.655
Total Nacional;39 Cantabria;Mujeres;2019;1.700
Total Nacional;39 Cantabria;Mujeres;2018;1.871
Total Nacional;39 Cantabria;Mujeres;2017;1.974
Total Nacional;39 Cantabria;Mujeres;2016;2.033
Total Nacional;39 Cantabria;Mujeres;2015;2.192
Total Nacional;39 Cantabria;Mujeres;2014;2.183
Total Nacional;39 Cantabria;Mujeres;2013;2.290
Total Nacional;39 Cantabria;Mujeres;2012;2.385
Total Nacional;39 Cantabria;Mujeres;2011;2.522
Total Nacional;39 Cantabria;Mujeres;2010;2.681
Total Nacional;39 Cantabria;Mujeres;2009;2.680
Total Nacional;39 Cantabria;Mujeres;2008;2.798
Total Nacional;39 Cantabria;Mujeres;2007;2.584
Total Nacional;39 Cantabria;Mujeres;2006;2.479
Total Nacional;39 Cantabria;Mujeres;2005;2.548
Total Nacional;39 Cantabria;Mujeres;2004;2.441
Total Nacional;39 Cantabria;Mujeres;2003;2.334
Total Nacional;39 Cantabria;Mujeres;2002;2.202
Total Nacional;39 Cantabria;Mujeres;2001;2.100
Total Nacional;39 Cantabria;Mujeres;2000;2.088
Total Nacional;39 Cantabria;Mujeres;1999;1.981
Total Nacional;39 Cantabria;Mujeres;1998;1.816
Total Nacional;39 Cantabria;Mujeres;1997;1.826
Total Nacional;39 Cantabria;Mujeres;1996;1.860
Total Nacional;39 Cantabria;Mujeres;1995;1.835
Total Nacional;39 Cantabria;Mujeres;1994;1.837
Total Nacional;39 Cantabria;Mujeres;1993;2.003
Total Nacional;39 Cantabria;Mujeres;1992;2.007
Total Nacional;39 Cantabria;Mujeres;1991;2.072
Total Nacional;39 Cantabria;Mujeres;1990;2.210
Total Nacional;39 Cantabria;Mujeres;1989;2.231
Total Nacional;39 Cantabria;Mujeres;1988;2.430
Total Nacional;39 Cantabria;Mujeres;1987;2.509
Total Nacional;39 Cantabria;Mujeres;1986;2.582
Total Nacional;39 Cantabria;Mujeres;1985;2.757
Total Nacional;39 Cantabria;Mujeres;1984;2.929
Total Nacional;39 Cantabria;Mujeres;1983;3.153
Total Nacional;39 Cantabria;Mujeres;1982;3.355
Total Nacional;39 Cantabria;Mujeres;1981;3.584
Total Nacional;39 Cantabria;Mujeres;1980;3.801
Total Nacional;39 Cantabria;Mujeres;1979;3.988
Total Nacional;39 Cantabria;Mujeres;1978;4.271
Total Nacional;39 Cantabria;Mujeres;1977;4.261
Total Nacional;39 Cantabria;Mujeres;1976;4.452
Total Nacional;39 Cantabria;Mujeres;1975;4.238
Total Nacional;39 Cantabria;Mujeres;1974;4.117
Total Nacional;39 Cantabria;Mujeres;1973;4.181
Total Nacional;39 Cantabria;Mujeres;1972;4.103
Total Nacional;39 Cantabria;Mujeres;1971;4.016
Total Nacional;39 Cantabria;Mujeres;1970;4.178
Total Nacional;39 Cantabria;Mujeres;1969;4.220
Total Nacional;39 Cantabria;Mujeres;1968;4.053
Total Nacional;39 Cantabria;Mujeres;1967;4.372
Total Nacional;39 Cantabria;Mujeres;1966;4.295
Total Nacional;39 Cantabria;Mujeres;1965;4.316
Total Nacional;39 Cantabria;Mujeres;1964;4.291
Total Nacional;39 Cantabria;Mujeres;1963;4.353
Total Nacional;39 Cantabria;Mujeres;1962;4.314
Total Nacional;39 Cantabria;Mujeres;1961;4.365
Total Nacional;39 Cantabria;Mujeres;1960;4.606
Total Nacional;39 Cantabria;Mujeres;1959;4.707
Total Nacional;39 Cantabria;Mujeres;1958;4.629
Total Nacional;39 Cantabria;Mujeres;1957;4.710
Total Nacional;39 Cantabria;Mujeres;1956;4.360
Total Nacional;39 Cantabria;Mujeres;1955;4.270
Total Nacional;39 Cantabria;Mujeres;1954;4.369
Total Nacional;39 Cantabria;Mujeres;1953;4.447
Total Nacional;39 Cantabria;Mujeres;1952;4.308
Total Nacional;39 Cantabria;Mujeres;1951;4.171
Total Nacional;39 Cantabria;Mujeres;1950;4.312
Total Nacional;39 Cantabria;Mujeres;1949;4.385
Total Nacional;39 Cantabria;Mujeres;1948;4.507
Total Nacional;39 Cantabria;Mujeres;1947;4.229
Total Nacional;39 Cantabria;Mujeres;1946;4.157
Total Nacional;39 Cantabria;Mujeres;1945;4.077
Total Nacional;39 Cantabria;Mujeres;1944;3.883
Total Nacional;39 Cantabria;Mujeres;1943;3.751
Total Nacional;39 Cantabria;Mujeres;1942;3.511
Total Nacional;39 Cantabria;Mujeres;1941;3.363
Total Nacional;12 Castellón/Castelló;Total;2022;4.146
Total Nacional;12 Castellón/Castelló;Total;2021;4.069
Total Nacional;12 Castellón/Castelló;Total;2020;4.159
Total Nacional;12 Castellón/Castelló;Total;2019;4.431
Total Nacional;12 Castellón/Castelló;Total;2018;4.571
Total Nacional;12 Castellón/Castelló;Total;2017;4.770
Total Nacional;12 Castellón/Castelló;Total;2016;5.066
Total Nacional;12 Castellón/Castelló;Total;2015;5.073
Total Nacional;12 Castellón/Castelló;Total;2014;5.328
Total Nacional;12 Castellón/Castelló;Total;2013;5.432
Total Nacional;12 Castellón/Castelló;Total;2012;5.784
Total Nacional;12 Castellón/Castelló;Total;2011;6.094
Total Nacional;12 Castellón/Castelló;Total;2010;6.285
Total Nacional;12 Castellón/Castelló;Total;2009;6.539
Total Nacional;12 Castellón/Castelló;Total;2008;7.179
Total Nacional;12 Castellón/Castelló;Total;2007;6.645
Total Nacional;12 Castellón/Castelló;Total;2006;6.654
Total Nacional;12 Castellón/Castelló;Total;2005;5.962
Total Nacional;12 Castellón/Castelló;Total;2004;5.644
Total Nacional;12 Castellón/Castelló;Total;2003;5.564
Total Nacional;12 Castellón/Castelló;Total;2002;5.343
Total Nacional;12 Castellón/Castelló;Total;2001;4.924
Total Nacional;12 Castellón/Castelló;Total;2000;4.592
Total Nacional;12 Castellón/Castelló;Total;1999;4.455
Total Nacional;12 Castellón/Castelló;Total;1998;4.260
Total Nacional;12 Castellón/Castelló;Total;1997;4.264
Total Nacional;12 Castellón/Castelló;Total;1996;4.154
Total Nacional;12 Castellón/Castelló;Total;1995;4.207
Total Nacional;12 Castellón/Castelló;Total;1994;4.087
Total Nacional;12 Castellón/Castelló;Total;1993;4.243
Total Nacional;12 Castellón/Castelló;Total;1992;4.213
Total Nacional;12 Castellón/Castelló;Total;1991;4.088
Total Nacional;12 Castellón/Castelló;Total;1990;3.988
Total Nacional;12 Castellón/Castelló;Total;1989;4.074
Total Nacional;12 Castellón/Castelló;Total;1988;4.169
Total Nacional;12 Castellón/Castelló;Total;1987;4.277
Total Nacional;12 Castellón/Castelló;Total;1986;4.448
Total Nacional;12 Castellón/Castelló;Total;1985;4.632
Total Nacional;12 Castellón/Castelló;Total;1984;4.902
Total Nacional;12 Castellón/Castelló;Total;1983;5.035
Total Nacional;12 Castellón/Castelló;Total;1982;5.436
Total Nacional;12 Castellón/Castelló;Total;1981;5.732
Total Nacional;12 Castellón/Castelló;Total;1980;6.242
Total Nacional;12 Castellón/Castelló;Total;1979;6.632
Total Nacional;12 Castellón/Castelló;Total;1978;6.850
Total Nacional;12 Castellón/Castelló;Total;1977;6.847
Total Nacional;12 Castellón/Castelló;Total;1976;7.051
Total Nacional;12 Castellón/Castelló;Total;1975;6.721
Total Nacional;12 Castellón/Castelló;Total;1974;6.919
Total Nacional;12 Castellón/Castelló;Total;1973;6.789
Total Nacional;12 Castellón/Castelló;Total;1972;6.484
Total Nacional;12 Castellón/Castelló;Total;1971;6.447
Total Nacional;12 Castellón/Castelló;Total;1970;6.104
Total Nacional;12 Castellón/Castelló;Total;1969;6.256
Total Nacional;12 Castellón/Castelló;Total;1968;6.492
Total Nacional;12 Castellón/Castelló;Total;1967;6.697
Total Nacional;12 Castellón/Castelló;Total;1966;6.458
Total Nacional;12 Castellón/Castelló;Total;1965;6.292
Total Nacional;12 Castellón/Castelló;Total;1964;6.100
Total Nacional;12 Castellón/Castelló;Total;1963;6.101
Total Nacional;12 Castellón/Castelló;Total;1962;5.813
Total Nacional;12 Castellón/Castelló;Total;1961;5.599
Total Nacional;12 Castellón/Castelló;Total;1960;5.774
Total Nacional;12 Castellón/Castelló;Total;1959;5.504
Total Nacional;12 Castellón/Castelló;Total;1958;5.260
Total Nacional;12 Castellón/Castelló;Total;1957;5.321
Total Nacional;12 Castellón/Castelló;Total;1956;4.878
Total Nacional;12 Castellón/Castelló;Total;1955;5.330
Total Nacional;12 Castellón/Castelló;Total;1954;5.292
Total Nacional;12 Castellón/Castelló;Total;1953;4.917
Total Nacional;12 Castellón/Castelló;Total;1952;5.331
Total Nacional;12 Castellón/Castelló;Total;1951;5.037
Total Nacional;12 Castellón/Castelló;Total;1950;5.204
Total Nacional;12 Castellón/Castelló;Total;1949;5.314
Total Nacional;12 Castellón/Castelló;Total;1948;5.495
Total Nacional;12 Castellón/Castelló;Total;1947;5.306
Total Nacional;12 Castellón/Castelló;Total;1946;5.231
Total Nacional;12 Castellón/Castelló;Total;1945;5.483
Total Nacional;12 Castellón/Castelló;Total;1944;5.392
Total Nacional;12 Castellón/Castelló;Total;1943;5.562
Total Nacional;12 Castellón/Castelló;Total;1942;4.756
Total Nacional;12 Castellón/Castelló;Total;1941;5.023
Total Nacional;12 Castellón/Castelló;Hombres;2022;2.118
Total Nacional;12 Castellón/Castelló;Hombres;2021;2.085
Total Nacional;12 Castellón/Castelló;Hombres;2020;2.130
Total Nacional;12 Castellón/Castelló;Hombres;2019;2.305
Total Nacional;12 Castellón/Castelló;Hombres;2018;2.368
Total Nacional;12 Castellón/Castelló;Hombres;2017;2.511
Total Nacional;12 Castellón/Castelló;Hombres;2016;2.572
Total Nacional;12 Castellón/Castelló;Hombres;2015;2.588
Total Nacional;12 Castellón/Castelló;Hombres;2014;2.772
Total Nacional;12 Castellón/Castelló;Hombres;2013;2.783
Total Nacional;12 Castellón/Castelló;Hombres;2012;2.983
Total Nacional;12 Castellón/Castelló;Hombres;2011;3.194
Total Nacional;12 Castellón/Castelló;Hombres;2010;3.205
Total Nacional;12 Castellón/Castelló;Hombres;2009;3.403
Total Nacional;12 Castellón/Castelló;Hombres;2008;3.753
Total Nacional;12 Castellón/Castelló;Hombres;2007;3.436
Total Nacional;12 Castellón/Castelló;Hombres;2006;3.371
Total Nacional;12 Castellón/Castelló;Hombres;2005;3.086
Total Nacional;12 Castellón/Castelló;Hombres;2004;2.884
Total Nacional;12 Castellón/Castelló;Hombres;2003;2.873
Total Nacional;12 Castellón/Castelló;Hombres;2002;2.717
Total Nacional;12 Castellón/Castelló;Hombres;2001;2.527
Total Nacional;12 Castellón/Castelló;Hombres;2000;2.308
Total Nacional;12 Castellón/Castelló;Hombres;1999;2.286
Total Nacional;12 Castellón/Castelló;Hombres;1998;2.184
Total Nacional;12 Castellón/Castelló;Hombres;1997;2.202
Total Nacional;12 Castellón/Castelló;Hombres;1996;2.137
Total Nacional;12 Castellón/Castelló;Hombres;1995;2.179
